IPO Date,Symbol,Company Name,IPO Price,Current,Return,Related People,Description,Country,Industry,Sector,People
"Feb 3, 2021",ONTF,"ON24, Inc.",$50.00,$5.52,-88.96%,"Sharat Sharan (Founder, President, Chief Executive Officer and Chair of the Board), Jayesh Sahasi (Executive Vice President of Product and Chief Technology Officer), James Blackie (Chief Revenue Officer), Steven Vattuone (Chief Financial Officer), Alex Saleh (Chief Operations Officer), Steven Long (Chief Information Officer), Nate Pollack (Vice President of Investor Relations), William Weesner (General Counsel, Corporate Secretary and Compliance Officer), Michael Nelson (Vice President of Sales), Callan Young (Chief Marketing Officer)","ON24, Inc. provides a cloud-based intelligent engagement platform that enables businesses to convert customer engagement into revenue through interactive webinar, virtual event, and multimedia content experiences worldwide.",United States,Software - Application,Technology,"{'Sharat Sharan': 'Founder, President, Chief Executive Officer and Chair of the Board', 'Jayesh Sahasi': 'Executive Vice President of Product and Chief Technology Officer', 'James Blackie': 'Chief Revenue Officer', 'Steven Vattuone': 'Chief Financial Officer', 'Alex Saleh': 'Chief Operations Officer', 'Steven Long': 'Chief Information Officer', 'Nate Pollack': 'Vice President of Investor Relations', 'William Weesner': 'General Counsel, Corporate Secretary and Compliance Officer', 'Michael Nelson': 'Vice President of Sales', 'Callan Young': 'Chief Marketing Officer'}"
"Feb 3, 2021",KRNL,"Kernel Group Holdings, Inc.",$10.00,$11.02,10.20%,"Surendra K. Ajjarapu (Chief Executive Officer and Chairman), Howard A. Doss (Chief Financial Officer and Director)","Kernel Group Holdings, Inc. does not have significant operations.",United States,Shell Companies,Financials,"{'Surendra K. Ajjarapu': 'Chief Executive Officer and Chairman', 'Howard A. Doss': 'Chief Financial Officer and Director'}"
"Feb 2, 2021",JWSM,Jaws Mustang Acquisition Corporation,$10.00,$11.11,11.10%,"Andrew Klaber (Chief Executive Officer and Director), Michael Reidler (Chief Financial Officer), Matthew Joseph Walters (Chief Operating Officer)",Jaws Mustang Acquisition Corporation does not have significant operations.,United States,Shell Companies,Financials,"{'Andrew Klaber': 'Chief Executive Officer and Director', 'Michael Reidler': 'Chief Financial Officer', 'Matthew Joseph Walters': 'Chief Operating Officer'}"
"Jan 29, 2021",TRIN,Trinity Capital Inc.,$14.00,$14.88,6.29%,"Steven Louis Brown (Founder and Executive Chairman), Kyle Steven Brown (Chief Executive Officer, President, Chief Investment Officer and Director), Gerald Harder (Chief Operating Officer), Michael Testa (Chief Financial Officer and Treasurer), Richard Nelson (Senior Technology Director), Ben Malcolmson (Head of Investor Relations), Sarah Stanton (Chief Compliance Officer, General Counsel and Secretary), Vibhor Garg (Managing Director of Marketing), Rachel Bloomer (Human Resources Director), Ronald Kundich (Chief Credit Officer)",Trinity Capital Inc. is a business development company.,United States,Credit Services,Financials,"{'Steven Louis Brown': 'Founder and Executive Chairman', 'Kyle Steven Brown': 'Chief Executive Officer, President, Chief Investment Officer and Director', 'Gerald Harder': 'Chief Operating Officer', 'Michael Testa': 'Chief Financial Officer and Treasurer', 'Richard Nelson': 'Senior Technology Director', 'Ben Malcolmson': 'Head of Investor Relations', 'Sarah Stanton': 'Chief Compliance Officer, General Counsel and Secretary', 'Vibhor Garg': 'Managing Director of Marketing', 'Rachel Bloomer': 'Human Resources Director', 'Ronald Kundich': 'Chief Credit Officer'}"
"Jan 29, 2021",BLUA,BlueRiver Acquisition Corp.,$10.00,$11.14,11.40%,"John F. Gregg (Co-Chairman and Co-Chief Executive Officer), Randall Thomas Mays (Co-Chairman, Co-Chief Executive Officer and Chief Financial Officer), Eric Medina (MD and Head of Finance and Corporate Development)",BlueRiver Acquisition Corp. does not have significant operations.,United States,Shell Companies,Financials,"{'John F. Gregg': 'Co-Chairman and Co-Chief Executive Officer', 'Randall Thomas Mays': 'Co-Chairman, Co-Chief Executive Officer and Chief Financial Officer', 'Eric Medina': 'MD and Head of Finance and Corporate Development'}"
"Jan 29, 2021",NLSP,NLS Pharmaceutics AG,$4.15,$0.27,-93.49%,"Alexander Zwyer M.B.A. (President, Chief Executive Officer and Director), Dr. George Apostol M.D. (Chief Medical Officer and Global Head of Research and Development), Dr. Eric Konofal M.D., Ph.D. (Co-Founder and Chief Scientific Officer), Elena Thyen-Pighin (Chief Financial Officer), Dr. Christian C. Wenger Dr. iur., L.L.M., Ph.D. (General Counsel)","NLS Pharmaceutics AG, a clinical-stage biopharmaceutical company, engages in the discovery and development of therapies for patients with rare and complex central nervous system disorders.",Switzerland,Biotechnology,Healthcare,"{'Alexander Zwyer M.B.A.': 'President, Chief Executive Officer and Director', 'Dr. George Apostol M.D.': 'Chief Medical Officer and Global Head of Research and Development', 'Dr. Eric Konofal M.D., Ph.D.': 'Co-Founder and Chief Scientific Officer', 'Elena Thyen-Pighin': 'Chief Financial Officer', 'Dr. Christian C. Wenger Dr. iur., L.L.M., Ph.D.': 'General Counsel'}"
"Jan 29, 2021",BCAC,Brookline Capital Acquisition Corp.,$10.00,$22.71,127.10%,"John L. Flavin M.B.A., MBA, Ph.D. (Co-Founder and Independent Chairman), Dr. Lara S. Sullivan M.D., MBA (Chief Executive Officer, President and Director), Pamela Yanchik Connealy M.B.A. (Chief Financial Officer and Chief Operating Officer), Ken Kobayashi FACP, M.D. (Chief Medical Officer), Jitendra Wadhane (Chief Accounting Officer, Senior Vice President of Finance and Corporate Controller), Dr. Balu N. Balasubramanian Ph.D. (Interim Chief Technology Officer), Dr. Jan Pinkas Ph.D. (Chief Scientific Officer), Dr. Charles T. Gombar Ph.D. (Senior Vice President of Portfolio and Program Management)","Pyxis Oncology, Inc., a clinical stage company, engages in the development of therapeutics to treat cancers.",United States,Biotechnology,Healthcare,"{'John L. Flavin M.B.A., MBA, Ph.D.': 'Co-Founder and Independent Chairman', 'Dr. Lara S. Sullivan M.D., MBA': 'Chief Executive Officer, President and Director', 'Pamela Yanchik Connealy M.B.A.': 'Chief Financial Officer and Chief Operating Officer', 'Ken Kobayashi FACP, M.D.': 'Chief Medical Officer', 'Jitendra Wadhane': 'Chief Accounting Officer, Senior Vice President of Finance and Corporate Controller', 'Dr. Balu N. Balasubramanian Ph.D.': 'Interim Chief Technology Officer', 'Dr. Jan Pinkas Ph.D.': 'Chief Scientific Officer', 'Dr. Charles T. Gombar Ph.D.': 'Senior Vice President of Portfolio and Program Management'}"
"Jan 29, 2021",CFV,CF Acquisition Corp. V,$10.00,$8.65,-13.50%,"Matthew Tirman (President), Gerardo Gabriel Richarte (Founder, Chief Technology Officer and Chief Information Security Officer), Richard A. Dunn Jr. (Chief Financial Officer), Emiliano Kargieman (Founder, Chief Executive Officer and Director), Lorri Kohler (Senior Vice President of Operations), Dustin Kapsa (Vice President of Accounting and Financial Reporting), Matthew Brannen (Vice President of Legal), Sebastien Prioris (Chief Product Officer), Dr. Caitlin Kontgis (Senior Vice President of Commercial and Growth), Dionisio Diaz Gonzalez (Senior Vice President of Satellite Engineering)","Satellogic Inc. operates as an integrated geospatial company in the Asia Pacific, North America, and internationally.",United States,Aerospace & Defense,Industrials,"{'Matthew Tirman': 'President', 'Gerardo Gabriel Richarte': 'Founder, Chief Technology Officer and Chief Information Security Officer', 'Richard A. Dunn Jr.': 'Chief Financial Officer', 'Emiliano Kargieman': 'Founder, Chief Executive Officer and Director', 'Lorri Kohler': 'Senior Vice President of Operations', 'Dustin Kapsa': 'Vice President of Accounting and Financial Reporting', 'Matthew Brannen': 'Vice President of Legal', 'Sebastien Prioris': 'Chief Product Officer', 'Dr. Caitlin Kontgis': 'Senior Vice President of Commercial and Growth', 'Dionisio Diaz Gonzalez': 'Senior Vice President of Satellite Engineering'}"
"Jan 29, 2021",GCAC,Growth Capital Acquisition Corp.,$10.00,$7.99,-20.10%,"Dr. Jun Pei (Co-Founder, President, Chief Executive Officer and Chairman of the Board), Dr. Dongyi Liao (Chief Technology Officer), Mitch Hourtienne (Chief Commercial Officer), Dr. Mark McCord (Co-Founder and Chairman of Technology Advisory Board), Dong Chang (Interim Chief Financial Officer and Principal Accounting Officer), Dr. Liqun Han (Chief Operating Officer), Brunno Moretti (Senior Vice President of Product and Commercial Operations)","Cepton, Inc. provides lidar-based solutions for automotive, smart cities, smart spaces, and smart industrial applications in the United States, Japan, China, and internationally.",United States,Scientific & Technical Instruments,Technology,"{'Dr. Jun Pei': 'Co-Founder, President, Chief Executive Officer and Chairman of the Board', 'Dr. Dongyi Liao': 'Chief Technology Officer', 'Mitch Hourtienne': 'Chief Commercial Officer', 'Dr. Mark McCord': 'Co-Founder and Chairman of Technology Advisory Board', 'Dong Chang': 'Interim Chief Financial Officer and Principal Accounting Officer', 'Dr. Liqun Han': 'Chief Operating Officer', 'Brunno Moretti': 'Senior Vice President of Product and Commercial Operations'}"
"Jan 28, 2021",XM,Qualtrics International Inc.,$30.00,$18.14,-39.53%,"Ryan S. Smith (Founder and Executive Chairman), Zig Serafin (Chief Executive Officer and Director), Robert W. Bachman (Chief Financial Officer), Brian Stucki (President and Chief Operating Officer), Rodney Nelson (Head of Investor Relations), Blake Tierney (General Counsel and Secretary), Gina Addiego Sheibley (Chief Communications Officer), Kylan Lundeen (Chief Marketing Officer), Edward Chen (Chief Strategy and Corporate Development Officer), Julia Anas (Chief People Officer)","Qualtrics International Inc. operates an experience management platform to manage customer, employee, product, and brand experiences worldwide.",United States,Software - Application,Technology,"{'Ryan S. Smith': 'Founder and Executive Chairman', 'Zig Serafin': 'Chief Executive Officer and Director', 'Robert W. Bachman': 'Chief Financial Officer', 'Brian Stucki': 'President and Chief Operating Officer', 'Rodney Nelson': 'Head of Investor Relations', 'Blake Tierney': 'General Counsel and Secretary', 'Gina Addiego Sheibley': 'Chief Communications Officer', 'Kylan Lundeen': 'Chief Marketing Officer', 'Edward Chen': 'Chief Strategy and Corporate Development Officer', 'Julia Anas': 'Chief People Officer'}"
"Jan 28, 2021",ZIM,ZIM Integrated Shipping Services Ltd.,$15.00,$19.01,26.73%,"Eliyahu Glickman (President and Chief Executive Officer), Xavier Destriau (Executive Vice President and Chief Financial Officer), David Alteras Arbel (Executive Vice President and Chief Operating Officer), Eyal Ben-Amram (Executive Vice President and Chief Information Officer), Elana Holzman (Head of Investor Relations), Noam Nativ (Executive Vice President, General Counsel and Company Secretary), Yair Teitelbaum (Executive Vice President of Global Sales), Guillermo Codner (Executive Vice President of Human Resources and Organization), Saar Dotan (Executive Vice President of Countries and Business Development), Nissim Yochai (Executive Vice President of ZIM USA President)","ZIM Integrated Shipping Services Ltd., together with its subsidiaries, provides container shipping and related services in Israel and internationally.",Israel,Marine Shipping,Industrials,"{'Eliyahu Glickman': 'President and Chief Executive Officer', 'Xavier Destriau': 'Executive Vice President and Chief Financial Officer', 'David Alteras Arbel': 'Executive Vice President and Chief Operating Officer', 'Eyal Ben-Amram': 'Executive Vice President and Chief Information Officer', 'Elana Holzman': 'Head of Investor Relations', 'Noam Nativ': 'Executive Vice President, General Counsel and Company Secretary', 'Yair Teitelbaum': 'Executive Vice President of Global Sales', 'Guillermo Codner': 'Executive Vice President of Human Resources and Organization', 'Saar Dotan': 'Executive Vice President of Countries and Business Development', 'Nissim Yochai': 'Executive Vice President of ZIM USA President'}"
"Jan 28, 2021",ITHX,ITHAX Acquisition Corp.,$10.00,$10.13,5.91%,"Prasad Gundumogula (Founder, Chairman and Chief Executive Officer), Orestes Fintiklis (Executive Vice Chairman), James W. S. Dullum (Chief Operating Officer), Jesus Portillo (Chief Financial Officer), Venkat Pasupuleti (Chief Technology Officer), Jeff Houston C.F.A. (Senior Vice President of Investor and Public Relations), Meredith Waters (General Counsel), Miten Narendra Mehta (Chief Marketing Officer and Chief of AI Solutions), Geetika Gupta (Chief People Officer), Yuvraj Datta (Chief Commercial Officer)","Mondee Holdings, Inc. operates as a travel technology company in the leisure travel markets in the United States and internationally.",United States,Travel Services,Consumer Discretionary,"{'Prasad Gundumogula': 'Founder, Chairman and Chief Executive Officer', 'Orestes Fintiklis': 'Executive Vice Chairman', 'James W. S. Dullum': 'Chief Operating Officer', 'Jesus Portillo': 'Chief Financial Officer', 'Venkat Pasupuleti': 'Chief Technology Officer', 'Jeff Houston C.F.A.': 'Senior Vice President of Investor and Public Relations', 'Meredith Waters': 'General Counsel', 'Miten Narendra Mehta': 'Chief Marketing Officer and Chief of AI Solutions', 'Geetika Gupta': 'Chief People Officer', 'Yuvraj Datta': 'Chief Commercial Officer'}"
"Jan 28, 2021",VINP,Vinci Partners Investments Ltd.,$18.00,$10.80,-40.00%,"Alessandro Monteiro Morgado Horta CFA (Chief Executive Officer and Director), Sergio Passos Ribeiro (Chief Operating Officer and Chief Financial Officer), Bruno Augusto Sacchi Zaremba (Chairman of Private Equity Group and Head of Investor Relations), Anna Luiza de Castro Santos (Investor Relations Manager)",Vinci Partners Investments Ltd. operates as an asset management firm in Brazil.,Brazil,Asset Management,Financials,"{'Alessandro Monteiro Morgado Horta CFA': 'Chief Executive Officer and Director', 'Sergio Passos Ribeiro': 'Chief Operating Officer and Chief Financial Officer', 'Bruno Augusto Sacchi Zaremba': 'Chairman of Private Equity Group and Head of Investor Relations', 'Anna Luiza de Castro Santos': 'Investor Relations Manager'}"
"Jan 28, 2021",AGFY,Agrify Corporation,$10.00,$0.27,-97.29%,"Raymond Nobu Chang Jr. (Chief Executive Officer, Chairman of the Board and Corporate Secretary), David Kessler (Chief Scientific Officer), Sheryl Elliott (Senior Vice President of Human Resources), Brian Towns (Executive Vice President and GM of Extraction Division)",Agrify Corporation offers hardware and software cultivation and extraction solutions for the cannabis and hemp industry in the United States.,United States,Farm & Heavy Construction Machinery,Industrials,"{'Raymond Nobu Chang Jr.': 'Chief Executive Officer, Chairman of the Board and Corporate Secretary', 'David Kessler': 'Chief Scientific Officer', 'Sheryl Elliott': 'Senior Vice President of Human Resources', 'Brian Towns': 'Executive Vice President and GM of Extraction Division'}"
